Column1,Column5,Column9
번잡스럽,Adjective,*
번지럽,Adjective,*
번질나,Adjective,*
번하,Adjective,*
번화롭,Adjective,*
번화스럽,Adjective,*
벌겋,Adjective,*
범상스럽,Adjective,*
범연스럽,Adjective,*
벨,Adjective,*
벼라별,Adjective,*
변괴스럽,Adjective,*
변덕맞,Adjective,*
변변찮,Adjective,*
변별,Adjective,*
변사스럽,Adjective,*
변스럽,Adjective,*
변하,Adjective,*
변함없,Adjective,*
별,Adjective,*
별나,Adjective,*
별다르,Adjective,*
별미쩍,Adjective,*
별별,Adjective,*
별스럽,Adjective,*
별시럽,Adjective,*
별의별,Adjective,*
별쭝나,Adjective,*
별쭝맞,Adjective,*
별쭝스럽,Adjective,*
별하,Adjective,*
볕바르,Adjective,*
보,Adjective,*
보기좋,Adjective,*
보드랍,Adjective,*
보람차,Adjective,*
보얗,Adjective,*
보오얗,Adjective,*
보잘것없,Adjective,*
복되,Adjective,*
복성스럽,Adjective,*
복잡스럽,Adjective,*
본,Adjective,*
본데없,Adjective,*
볼록하,Adjective,*
볼메,Adjective,*
볼성사납,Adjective,*
볼썽사납,Adjective,*
볼통스럽,Adjective,*
볼품없,Adjective,*
부귀스럽,Adjective,*
부끄럼성스럽,Adjective,*
부끄럽,Adjective,*
부드럽,Adjective,*
부득이하,Adjective,*
부럽,Adjective,*
부르,Adjective,*
부산스럽,Adjective,*
부시,Adjective,*
부여,Adjective,*
부옇,Adjective,*
부우옇,Adjective,*
부자연스럽,Adjective,*
부자유스럽,Adjective,*
부잡스럽,Adjective,*
부족하,Adjective,*
부지런스럽,Adjective,*
부질없,Adjective,*
분별없,Adjective,*
분잡스럽,Adjective,*
분주스럽,Adjective,*
분하,Adjective,*
불경스럽,Adjective,*
불공스럽,Adjective,*
불그레하,Adjective,*
불량스럽,Adjective,*
불만스럽,Adjective,*
불만족스럽,Adjective,*
불명예스럽,Adjective,*
불미스럽,Adjective,*
불민스럽,Adjective,*
불상스럽,Adjective,*
불서럽,Adjective,*
불손스럽,Adjective,*
불안스럽,Adjective,*
불영예스럽,Adjective,*
불유쾌스럽,Adjective,*
불충스럽,Adjective,*
불쾌스럽,Adjective,*
불퉁스럽,Adjective,*
불티나,Adjective,*
불편스럽,Adjective,*
불화스럽,Adjective,*
붉,Adjective,*
붉그스럽,Adjective,*
붉디붉,Adjective,*
붙,Adjective,*
븰,Adjective,*
비,Adjective,*
비감스럽,Adjective,*
비겁스럽,Adjective,*
비관스럽,Adjective,*
비굴스럽,Adjective,*
비뚜르,Adjective,*
비뚜름하,Adjective,*
비뚤,Adjective,*
비리,Adjective,*
비분스럽,Adjective,*
비슴하,Adjective,*
비싸,Adjective,*
비아냥스럽,Adjective,*
비장스럽,Adjective,*
비정스럽,Adjective,*
비좁,Adjective,*
비참스럽,Adjective,*
비탈지,Adjective,*
비하,Adjective,*
빈틈없,Adjective,*
빌어먹을,Adjective,*
빙충맞,Adjective,*
빛바래,Adjective,*
빠르,Adjective,*
빠삭하,Adjective,*
빠안하,Adjective,*
빠알갛,Adjective,*
빡빡하,Adjective,*
빡세,Adjective,*
빡시,Adjective,*
빡쎄,Adjective,*
빤드럽,Adjective,*
빤빤스럽,Adjective,*
빤하,Adjective,*
빨,Adjective,*
빨갛,Adjective,*
빨르,Adjective,*
빼나,Adjective,*
빼뚤,Adjective,*
빼어나,Adjective,*
뻐들겅하,Adjective,*
뻐들컹하,Adjective,*
뻐세,Adjective,*
뻑세,Adjective,*
뻑적지근하,Adjective,*
뻔드럽,Adjective,*
뻔뻔스럽,Adjective,*
뻔질나,Adjective,*
뻔찔나,Adjective,*
뻔하,Adjective,*
뻔허,Adjective,*
뻔히,Adjective,*
뻗세,Adjective,*
뻘겋,Adjective,*
뻣세,Adjective,*
뻥하,Adjective,*
뼈아프,Adjective,*
뼈저리,Adjective,*
뼈져리,Adjective,*
뼈지,Adjective,*
뽀독하,Adjective,*
뽀얗,Adjective,*
뽀오얗,Adjective,*
뽈갛,Adjective,*
뿌리깊,Adjective,*
뿌옇,Adjective,*
뿌우옇,Adjective,*
뿌하,Adjective,*
삐뚜름하,Adjective,*
삐뚤,Adjective,*
삐뚫,Adjective,*
사,Adjective,*
사각지,Adjective,*
사근사근하,Adjective,*
사납,Adjective,*
사대,Adjective,*
사사롭,Adjective,*
사사하,Adjective,*
사십,Adjective,*
사십여,Adjective,*
사오,Adjective,*
사위스럽,Adjective,*
사이,Adjective,*
사이좋,Adjective,*
사작바르,Adjective,*
사정없,Adjective,*
산하,Adjective,*
살,Adjective,*
살갑,Adjective,*
살똥맞,Adjective,*
살똥스럽,Adjective,*
살몃하,Adjective,*
살스럽,Adjective,*
살지,Adjective,*
살차,Adjective,*
살천스럽,Adjective,*
살팍지,Adjective,*
살풍경스럽,Adjective,*
살피,Adjective,*
삼,Adjective,*
삼대,Adjective,*
삼사,Adjective,*
삼십,Adjective,*
삼십여,Adjective,*
삿되,Adjective,*
상관없,Adjective,*
상냥스럽,Adjective,*
상되,Adjective,*
상서롭,Adjective,*
상서스럽,Adjective,*
상스럽,Adjective,*
상없,Adjective,*
상하,Adjective,*
상허,Adjective,*
새,Adjective,*
새,Adjective,*
새까맣,Adjective,*
새노랗,Adjective,*
새되,Adjective,*
새똥빠지,Adjective,*
새롭,Adjective,*
새말갛,Adjective,*
새맑,Adjective,*
새빨갛,Adjective,*
새뽀얗,Adjective,*
새살궂,Adjective,*
새살맞,Adjective,*
새살스럽,Adjective,*
새삼스럽,Adjective,*
새차,Adjective,*
새초롬하,Adjective,*
새촘하,Adjective,*
새침스럽,Adjective,*
새카맣,Adjective,*
새캄하,Adjective,*
새퉁스럽,Adjective,*
새파랗,Adjective,*
새하얗,Adjective,*
색다르,Adjective,*
색스럽,Adjective,*
샛까맣,Adjective,*
샛노랗,Adjective,*
샛되,Adjective,*
샛말갛,Adjective,*
샛맑,Adjective,*
샛빨갛,Adjective,*
샛파랗,Adjective,*
샛푸르,Adjective,*
생경스럽,Adjective,*
생급스럽,Adjective,*
생기,Adjective,*
생때같,Adjective,*
생뚱맞,Adjective,*
생뚱스럽,Adjective,*
서,Adjective,*
서거프,Adjective,*
서글프,Adjective,*
서글프디서글프,Adjective,*
서너,Adjective,*
서너째,Adjective,*
서느렇,Adjective,*
서두르,Adjective,*
서럽,Adjective,*
서럽디서럽,Adjective,*
서른,Adjective,*
서른한,Adjective,*
서스럼없,Adjective,*
서슴없,Adjective,*
서투르,Adjective,*
서툴,Adjective,*
석,Adjective,*
석연찮,Adjective,*
선하,Adjective,*
섣부르,Adjective,*
설,Adjective,*
설웁,Adjective,*
설흔,Adjective,*
섧,Adjective,*
섬닷하,Adjective,*
섬뜩하,Adjective,*
섬뜻하,Adjective,*
섭하,Adjective,*
성,Adjective,*
성가시,Adjective,*
성글,Adjective,*
성기,Adjective,*
성깔지,Adjective,*
성마르,Adjective,*
성명없,Adjective,*
성부르,Adjective,*
성스럽,Adjective,*
성싶,Adjective,*
성큼하,Adjective,*
성하,Adjective,*
성화같,Adjective,*
성화스럽,Adjective,*
세,Adjective,*
세,Adjective,*
세네,Adjective,*
세네째,Adjective,*
세모나,Adjective,*
세모지,Adjective,*
세상없,Adjective,*
세째,Adjective,*
세차,Adjective,*
섹시하,Adjective,*
셋째,Adjective,*
셋쨋,Adjective,*
션찮,Adjective,*
소,Adjective,*
소담스럽,Adjective,*
소심스럽,Adjective,*
소용없,Adjective,*
소원스럽,Adjective,*
소중스럽,Adjective,*
소홀하,Adjective,*
속,Adjective,*
속되,Adjective,*
속상하,Adjective,*
속상허,Adjective,*
속없,Adjective,*
속절없,Adjective,*
속좁,Adjective,*
손색없,Adjective,*
손쉽,Adjective,*
솔찬허,Adjective,*
솔찮,Adjective,*
송구스럽,Adjective,*
쇳되,Adjective,*
쇼킹하,Adjective,*
수,Adjective,*
수굿하,Adjective,*
수긋하,Adjective,*
수만,Adjective,*
수많,Adjective,*
수말스럽,Adjective,*
수미일관되,Adjective,*
수백,Adjective,*
수백만,Adjective,*
수백억,Adjective,*
수삼,Adjective,*
수상스럽,Adjective,*
수상쩍,Adjective,*
수선스럽,Adjective,*
수십,Adjective,*
수십만,Adjective,*
수십억,Adjective,*
수십조,Adjective,*
수억,Adjective,*
수억만,Adjective,*
수없,Adjective,*
수월스럽,Adjective,*
수월찮,Adjective,*
수조,Adjective,*
수줍,Adjective,*
수집,Adjective,*
수천,Adjective,*
수천만,Adjective,*
수천수만,Adjective,*
수천억,Adjective,*
수통스럽,Adjective,*
순,Adjective,*
순박스럽,Adjective,*
순직스럽,Adjective,*
순진스럽,Adjective,*
순하,Adjective,*
숨가쁘,Adjective,*
숨김없,Adjective,*
숨차,Adjective,*
숫되,Adjective,*
숫접,Adjective,*
숫지,Adjective,*
숫하,Adjective,*
숭물스럽,Adjective,*
숭하,Adjective,*
숭허,Adjective,*
숱하,Adjective,*
쉰,Adjective,*
쉽,Adjective,*
스럽,Adjective,*
스무,Adjective,*
스무남은,Adjective,*
스무째,Adjective,*
스물째,Adjective,*
스산스럽,Adjective,*
스스럼없,Adjective,*
스스럽,Adjective,*
슥,Adjective,*
슬겁,Adjective,*
슬푸,Adjective,*
슬프,Adjective,*
슬프디슬프,Adjective,*
슴슴하,Adjective,*
습지,Adjective,*
습하,Adjective,*
승하,Adjective,*
시,Adjective,*
시,Adjective,*
시건드러지,Adjective,*
시건방지,Adjective,*
시그럽,Adjective,*
시꺼멓,Adjective,*
시꺼믛,Adjective,*
시끄럽,Adjective,*
시끌맞,Adjective,*
시누렇,Adjective,*
시답,Adjective,*
시답잖,Adjective,*
시덥,Adjective,*
시덥잖,Adjective,*
시들스럽,Adjective,*
시디시,Adjective,*
시뜻하,Adjective,*
시렵,Adjective,*
시름겹,Adjective,*
시리,Adjective,*
시망스럽,Adjective,*
시뻐겋,Adjective,*
시뻘겋,Adjective,*
시뿌옇,Adjective,*
시쁘,Adjective,*
시쁜하,Adjective,*
시시껄렁하,Adjective,*
시원스럽,Adjective,*
시원찮,Adjective,*
시장스럽,Adjective,*
시커멓,Adjective,*
시컴하,Adjective,*
시퉁머리스럽,Adjective,*
시퉁스럽,Adjective,*
시퍼렇,Adjective,*
시푸르,Adjective,*
시허옇,Adjective,*
식,Adjective,*
신,Adjective,*
신기스럽,Adjective,*
신명스럽,Adjective,*
신명지,Adjective,*
신비스럽,Adjective,*
신성스럽,Adjective,*
신통스럽,Adjective,*
신통찮,Adjective,*
신풍스럽,Adjective,*
실답,Adjective,*
실없,Adjective,*
실팍지,Adjective,*
실하,Adjective,*
실허,Adjective,*
싫,Adjective,*
심들,Adjective,*
심란스럽,Adjective,*
심상스럽,Adjective,*
심상찮,Adjective,*
심술궂,Adjective,*
심심찮,Adjective,*
심악스럽,Adjective,*
심하,Adjective,*
십,Adjective,*
십대,Adjective,*
십여,Adjective,*
싯누렇,Adjective,*
싯멀겋,Adjective,*
싯벌겋,Adjective,*
싯푸르,Adjective,*
싱검하,Adjective,*
싱겁,Adjective,*
싱그럽,Adjective,*
싱숭하,Adjective,*
싶,Adjective,*
싸,Adjective,*
싸납,Adjective,*
싸느랗,Adjective,*
싸아하,Adjective,*
싸하,Adjective,*
싹수없,Adjective,*
쌀쌀맞,Adjective,*
쌀쌀스럽,Adjective,*
쌍꺼풀지,Adjective,*
쌍스럽,Adjective,*
쌔,Adjective,*
쌔까맣,Adjective,*
써느렇,Adjective,*
썩을,Adjective,*
쎄,Adjective,*
쎼,Adjective,*
쏜살같,Adjective,*
쑥스럽,Adjective,*
쑥쓰럽,Adjective,*
쑥씨렵,Adjective,*
쓰,Adjective,*
쓰고프,Adjective,*
쓰디쓰,Adjective,*
쓰라리,Adjective,*
쓰리,Adjective,*
쓸데없,Adjective,*
쓸데웂,Adjective,*
쓸모없,Adjective,*
쓸모있,Adjective,*
씨,Adjective,*
씨꺼멓,Adjective,*
씨식잖,Adjective,*
씨커멓,Adjective,*
씰데없,Adjective,*
아귀차,Adjective,*
아금박스럽,Adjective,*
아금받,Adjective,*
아기꼽살스럽,Adjective,*
아깝,Adjective,*
아깝잖,Adjective,*
아낌없,Adjective,*
아니,Adjective,*
아니꼽,Adjective,*
아니꼽살스럽,Adjective,*
아담스럽,Adjective,*
아랑곳없,Adjective,*
아랫,Adjective,*
아롱지,Adjective,*
아름답,Adjective,*
아름차,Adjective,*
아리,Adjective,*
아리까리하,Adjective,*
아리땁,Adjective,*
아모,Adjective,*
아무,Adjective,*
아무러하,Adjective,*
아무런,Adjective,*
아무렇,Adjective,*
아무렇지않,Adjective,*
아무아무,Adjective,*
아쉽,Adjective,*
아쉽잖,Adjective,*
아스랗,Adjective,*
아슬하,Adjective,*
아쌀하,Adjective,*
아양스럽,Adjective,*
아파,Adjective,*
아푸,Adjective,*
아프,Adjective,*
아홉,Adjective,*
아홉째,Adjective,*
아흔,Adjective,*
악독스럽,Adjective,*
악세,Adjective,*
악지스럽,Adjective,*
악착같,Adjective,*
악착스럽,Adjective,*
악하,Adjective,*
안녕하,Adjective,*
안달스럽,Adjective,*
안되,Adjective,*
안스럽,Adjective,*
안쓰럽,Adjective,*
안씨럽,Adjective,*
안타깝,Adjective,*
않,Adjective,*
알맞,Adjective,*
알차,Adjective,*
암,Adjective,*
암상궂,Adjective,*
암상스럽,Adjective,*
암울스럽,Adjective,*
암팡스럽,Adjective,*
암팡지,Adjective,*
앗싸리하,Adjective,*
앙살궂,Adjective,*
앙살스럽,Adjective,*
앙상궂,Adjective,*
앙상스럽,Adjective,*
앙증맞,Adjective,*
앙증스럽,Adjective,*
앙징맞,Adjective,*
앙징스럽,Adjective,*
앙칼스럽,Adjective,*
앙칼지,Adjective,*
앙큼스럽,Adjective,*
앙하,Adjective,*
애긋,Adjective,*
애꿎,Adjective,*
애꿏,Adjective,*
애달프,Adjective,*
애닯,Adjective,*
애띠,Adjective,*
애먼,Adjective,*
애바르,Adjective,*
애살스럽,Adjective,*
애상스럽,Adjective,*
애잔스럽,Adjective,*
애잖,Adjective,*
애젊,Adjective,*
애처럽,Adjective,*
애처롭,Adjective,*
앰하,Adjective,*
앳되,Adjective,*
야뜨,Adjective,*
야릇스럽,Adjective,*
야멸스럽,Adjective,*
야멸차,Adjective,*
야멸치,Adjective,*
야무지,Adjective,*
야물,Adjective,*
야물딱지,Adjective,*
야박스럽,Adjective,*
야비스럽,Adjective,*
야살스럽,Adjective,*
야속스럽,Adjective,*
야하,Adjective,*
약,Adjective,*
약,Adjective,*
약빠르,Adjective,*
약삭빠르,Adjective,*
약삭스럽,Adjective,*
약싹빠르,Adjective,*
약아빠지,Adjective,*
약하,Adjective,*
약허,Adjective,*
얄궂,Adjective,*
얄따랗,Adjective,*
얄망스럽,Adjective,*
얄밉,Adjective,*
얄밉상스럽,Adjective,*
얄짤없,Adjective,*
얄팍스럽,Adjective,*
얇,Adjective,*
얇다랗,Adjective,*
얇디얇,Adjective,*
얌전스럽,Adjective,*
얌전하,Adjective,*
얍삽하,Adjective,*
양,Adjective,*
양대,Adjective,*
양지바르,Adjective,*
얕,Adjective,*
얕다랗,Adjective,*
얕디얕,Adjective,*
얕으막하,Adjective,*
어긋맞,Adjective,*
어기차,Adjective,*
어김없,Adjective,*
어뀫,Adjective,*
어나,Adjective,*
어느,Adjective,*
어느어느,Adjective,*
어는,Adjective,*
어더렇,Adjective,*
어둑스레하,Adjective,*
어둑시근하,Adjective,*
어둑어둑하,Adjective,*
어둡,Adjective,*
어드렇,Adjective,*
어딨,Adjective,*
어떠,Adjective,*
어떠어떻,Adjective,*
어떠하,Adjective,*
어떤,Adjective,*
어떨,Adjective,*
어떻,Adjective,*
어떻,Adjective,*
어떻하,Adjective,*
어뜬,Adjective,*
어띃,Adjective,*
어럽,Adjective,*
어렵,Adjective,*
어룽지,Adjective,*
어리,Adjective,*
어리벙벙하,Adjective,*
어리석,Adjective,*
어리셕,Adjective,*
어리숙하,Adjective,*
어림없,Adjective,*
어마,Adjective,*
어만,Adjective,*
어설프,Adjective,*
어스름하,Adjective,*
어슬프,Adjective,*
어여쁘,Adjective,*
어울리,Adjective,*
어이없,Adjective,*
어인,Adjective,*
어정뜨,Adjective,*
어줍,Adjective,*
어줍잖,Adjective,*
어중되,Adjective,*
어중띠,Adjective,*
어지럽,Adjective,*
어질,Adjective,*
어쩐,Adjective,*
어쩔,Adjective,*
어쩧,Adjective,*
어쭙,Adjective,*
어쭙잖,Adjective,*
어쭙지않,Adjective,*
어처구니없,Adjective,*
어푸수수하,Adjective,*
억,Adjective,*
억만,Adjective,*
억세,Adjective,*
억수같,Adjective,*
억조,Adjective,*
억척같,Adjective,*
억척스럽,Adjective,*
억천만,Adjective,*
언,Adjective,*
언덕지,Adjective,*
언짢,Adjective,*
언찮,Adjective,*
얻,Adjective,*
얼들,Adjective,*
얼뜨,Adjective,*
얼큰하,Adjective,*
얼토당토안하,Adjective,*
얼토당토않,Adjective,*
엄전스럽,Adjective,*
엄청나,Adjective,*
엄청스럽,Adjective,*
엄하,Adjective,*
없,Adjective,*
없다,Adjective,*
없잖,Adjective,*
엇지,Adjective,*
엉거주춤하,Adjective,*
엉뚱스럽,Adjective,*
엉성궂,Adjective,*
엉성스럽,Adjective,*
엉큼스럽,Adjective,*
엉터리없,Adjective,*
에굽,Adjective,*
에리,Adjective,*
에문,Adjective,*
엔간하,Adjective,*
엥간하,Adjective,*
여,Adjective,*
여깄,Adjective,*
여나무,Adjective,*
여남,Adjective,*
여남은,Adjective,*
여남은째,Adjective,*
여남째,Adjective,*
여느,Adjective,*
여늬,Adjective,*
여덜아홉,Adjective,*
여덟,Adjective,*
여덟아홉,Adjective,*
여덟아홉째,Adjective,*
여덟째,Adjective,*
여든,Adjective,*
여라문,Adjective,*
여러,Adjective,*
여리,Adjective,*
여리디여리,Adjective,*
여무지,Adjective,*
여물,Adjective,*
여물딱지,Adjective,*
여북하,Adjective,*
여뿌,Adjective,*
여상스럽,Adjective,*
여서일곱,Adjective,*
여서일곱째,Adjective,*
여섯,Adjective,*
여섯째,Adjective,*
여순,Adjective,*
여여하,Adjective,*
여유롭,Adjective,*
여유있,Adjective,*
여의찮,Adjective,*
여의ㅎ,Adjective,*
여지없,Adjective,*
여차직하,Adjective,*
역겨웁,Adjective,*
역겹,Adjective,*
역스럽,Adjective,*
역정스럽,Adjective,*
역하,Adjective,*
연,Adjective,*
연노랗,Adjective,*
연붉,Adjective,*
연푸르,Adjective,*
연하,Adjective,*
엳아홉,Adjective,*
엳아홉째,Adjective,*
열,Adjective,*
열광스럽,Adjective,*
열네,Adjective,*
열두,Adjective,*
열두어,Adjective,*
열두째,Adjective,*
열둘째,Adjective,*
열따랗,Adjective,*
열띠,Adjective,*
열세,Adjective,*
열아문,Adjective,*
열없,Adjective,*
열적,Adjective,*
열째,Adjective,*
열쩍,Adjective,*
열퉁적,Adjective,*
열퉁쩍,Adjective,*
열하,Adjective,*
열한,Adjective,*
열한째,Adjective,*
엷,Adjective,*
엷붉,Adjective,*
염병할,Adjective,*
염치없,Adjective,*
염하,Adjective,*
엿,Adjective,*
엿같,Adjective,*
영,Adjective,*
영걸스럽,Adjective,*
영검스럽,Adjective,*
영락없,Adjective,*
영맹스럽,Adjective,*
영민스럽,Adjective,*
영성스럽,Adjective,*
영악스럽,Adjective,*
영예스럽,Adjective,*
영특스럽,Adjective,*
영하,Adjective,*
영험스럽,Adjective,*
옅,Adjective,*
옅디옅,Adjective,*
예,Adjective,*
예닐곱,Adjective,*
예닐곱째,Adjective,*
예뿌,Adjective,*
예쁘,Adjective,*
예쁘장스럽,Adjective,*
예쁘장하,Adjective,*
예사스럽,Adjective,*
예수남은,Adjective,*
예순,Adjective,*
예순한,Adjective,*
예스럽,Adjective,*
예일곱,Adjective,*
옛,Adjective,*
옛스럽,Adjective,*
오,Adjective,*
오는,Adjective,*
오달지,Adjective,*
오대,Adjective,*
오래,Adjective,*
오래되,Adjective,*
오랜,Adjective,*
오랫,Adjective,*
오륙,Adjective,*
오른,Adjective,*
오만,Adjective,*
오망스럽,Adjective,*
오목하,Adjective,*
오방지,Adjective,*
오십,Adjective,*
오십여,Adjective,*
오오랜,Adjective,*
오죽잖,Adjective,*
오죽하,Adjective,*
오지,Adjective,*
옥,Adjective,*
온,Adjective,*
온간,Adjective,*
온갓,Adjective,*
온갖,Adjective,*
온데간데없,Adjective,*
온유스럽,Adjective,*
온화롭,Adjective,*
온화스럽,Adjective,*
온후스럽,Adjective,*
올,Adjective,*
올곧,Adjective,*
올곧잖,Adjective,*
올바르,Adjective,*
올차,Adjective,*
옳,Adjective,*
옳바르,Adjective,*
옴팡지,Adjective,*
옹골지,Adjective,*
옹골차,Adjective,*
옹글,Adjective,*
옹색스럽,Adjective,*
옹졸스럽,Adjective,*
옹차,Adjective,*
와이,Adjective,*
왁살스럽,Adjective,*
완고스럽,Adjective,*
완만스럽,Adjective,*
완벽스럽,Adjective,*
왜퉁스럽,Adjective,*
왠,Adjective,*
외,Adjective,*
외경스럽,Adjective,*
외따롭,Adjective,*
외딴,Adjective,*
외람되,Adjective,*
외람스럽,Adjective,*
외롭,Adjective,*
외지,Adjective,*
왼,Adjective,*
왼갖,Adjective,*
요,Adjective,*
요기스럽,Adjective,*
요까짓,Adjective,*
요깟,Adjective,*
요따위,Adjective,*
요딴,Adjective,*
요란스럽,Adjective,*
요런,Adjective,*
요런조런,Adjective,*
요렇,Adjective,*
요론,Adjective,*
요만,Adjective,*
요망스럽,Adjective,*
요사스럽,Adjective,*
요상스럽,Adjective,*
요상하,Adjective,*
요상허,Adjective,*
요행스럽,Adjective,*
용감스럽,Adjective,*
용렬스럽,Adjective,*
용천맞,Adjective,*
용천스럽,Adjective,*
용하,Adjective,*
용허,Adjective,*
우둔스럽,Adjective,*
우람스럽,Adjective,*
우람지,Adjective,*
우람차,Adjective,*
우렁차,Adjective,*
우리하,Adjective,*
우섭,Adjective,*
우세스럽,Adjective,*
우수꽝스럽,Adjective,*
우숩,Adjective,*
우스꽝스럽,Adjective,*
우습,Adjective,*
우습광스럽,Adjective,*
우습꽝스럽,Adjective,*
우아스럽,Adjective,*
우악스럽,Adjective,*
우연찮,Adjective,*
우중충하,Adjective,*
우직스럽,Adjective,*
우쭈렁하,Adjective,*
우하,Adjective,*
욱,Adjective,*
울,Adjective,*
움푹지,Adjective,*
웁,Adjective,*
웂,Adjective,*
웃,Adjective,*
웅숭깊,Adjective,*
워느,Adjective,*
워떤,Adjective,*
워떻,Adjective,*
워뗳,Adjective,*
원,Adjective,*
웬,Adjective,*
웬간하,Adjective,*
위두하,Adjective,*
위풍스럽,Adjective,*
윗,Adjective,*
유난스럽,Adjective,*
유다르,Adjective,*
유례없,Adjective,*
유머러스하,Adjective,*
유별나,Adjective,*
유별스럽,Adjective,*
유세,Adjective,*
유하,Adjective,*
육,Adjective,*
육시랄,Adjective,*
육십,Adjective,*
육십여,Adjective,*
육중스럽,Adjective,*
육칠,Adjective,*
으딨,Adjective,*
으떤,Adjective,*
으떻,Adjective,*
으뜨,Adjective,*
으뜬,Adjective,*
으스름하,Adjective,*
은근스럽,Adjective,*
은밀스럽,Adjective,*
을씨년스럽,Adjective,*
을씨년하,Adjective,*
음산스럽,Adjective,*
음충맞,Adjective,*
음침스럽,Adjective,*
음하,Adjective,*
음흉스럽,Adjective,*
읎,Adjective,*
응달지,Adjective,*
의롭,Adjective,*
의뭉스럽,Adjective,*
의심쩍,Adjective,*
의아롭,Adjective,*
의아스럽,Adjective,*
의젓잖,Adjective,*
의좋,Adjective,*
이,Adjective,*
이,Adjective,*
이까짓,Adjective,*
이깐,Adjective,*
이깟,Adjective,*
이대,Adjective,*
이따위,Adjective,*
이딴,Adjective,*
이러,Adjective,*
이러이러하,Adjective,*
이러저러하,Adjective,*
이러저런,Adjective,*
이러저렇,Adjective,*
이러하,Adjective,*
이런,Adjective,*
이런저런,Adjective,*
이렇,Adjective,*
이롭,Adjective,*
이룻,Adjective,*
이르,Adjective,*
이르렇,Adjective,*
이릏,Adjective,*
이마,Adjective,*
이만,Adjective,*
이물스럽,Adjective,*
이쁘,Adjective,*
이쁘장스럽,Adjective,*
이삼,Adjective,*
이상스럽,Adjective,*
이십,Adjective,*
이십여,Adjective,*
이악스럽,Adjective,*
이옇,Adjective,*
이윽하,Adjective,*
이지랑스럽,Adjective,*
이지러,Adjective,*
이채롭,Adjective,*
익,Adjective,*
익살맞,Adjective,*
인상깊,Adjective,*
인자스럽,Adjective,*
인정사정없,Adjective,*
일,Adjective,*
일고여덟,Adjective,*
일고여덟째,Adjective,*
일곱,Adjective,*
일곱여덟째,Adjective,*
일곱째,Adjective,*
일대,Adjective,*
일매지,Adjective,*
일백,Adjective,*
일백여,Adjective,*
일없,Adjective,*
일여덟,Adjective,*
일여덟째,Adjective,*
일이,Adjective,*
일천,Adjective,*
일천여,Adjective,*
일흔,Adjective,*
읽,Adjective,*
입,Adjective,*
입바르,Adjective,*
입빠르,Adjective,*
잇,Adjective,*
있,Adjective,*
자,Adjective,*
자그럽,Adjective,*
자그맣,Adjective,*
자깝스럽,Adjective,*
자다랗,Adjective,*
자디잘,Adjective,*
자리,Adjective,*
자발스럽,Adjective,*
자발없,Adjective,*
자별나,Adjective,*
자상스럽,Adjective,*
자알나,Adjective,*
자애롭,Adjective,*
자유롭,Adjective,*
자자분하,Adjective,*
자잔하,Adjective,*
자혜롭,Adjective,*
작,Adjective,*
작,Adjective,*
작다랗,Adjective,*
작디작,Adjective,*
잔망스럽,Adjective,*
잔밉,Adjective,*
잔인스럽,Adjective,*
잔조름하,Adjective,*
잗다랗,Adjective,*
잗닿,Adjective,*
잘,Adjective,*
잘나,Adjective,*
잘다랗,Adjective,*
잘디잘,Adjective,*
잘룩하,Adjective,*
잘빠지,Adjective,*
잘생기,Adjective,*
잡되,Adjective,*
잡상스럽,Adjective,*
잡스럽,Adjective,*
장장,Adjective,*
장하,Adjective,*
장허,Adjective,*
장황스럽,Adjective,*
잦,Adjective,*
재,Adjective,*
재그럽,Adjective,*
재미나,Adjective,*
재미없,Adjective,*
재미있,Adjective,*
재밌,Adjective,*
재바르,Adjective,*
재빠르,Adjective,*
재사스럽,Adjective,*
재수없,Adjective,*
재싸,Adjective,*
잽싸,Adjective,*
쟁그랍,Adjective,*
쟁그럽,Adjective,*
저,Adjective,*
저깄,Adjective,*
저까짓,Adjective,*
저깟,Adjective,*
저따위,Adjective,*
저딴,Adjective,*
저떻,Adjective,*
저러,Adjective,*
저러하,Adjective,*
저런,Adjective,*
저렇,Adjective,*
저리,Adjective,*
저만,Adjective,*
저지난,Adjective,*
저질스럽,Adjective,*
저희,Adjective,*
적,Adjective,*
적막스럽,Adjective,*
적요롭,Adjective,*
적잖,Adjective,*
전,Adjective,*
전전,Adjective,*
젊,Adjective,*
젊디젊,Adjective,*
젊잖,Adjective,*
점잖,Adjective,*
정갈스럽,Adjective,*
정겨웁,Adjective,*
정겹,Adjective,*
정교롭,Adjective,*
정답,Adjective,*
정신없,Adjective,*
정예롭,Adjective,*
정하,Adjective,*
젖,Adjective,*
제,Adjective,*
제까짓,Adjective,*
제깟,Adjective,*
제미붙을,Adjective,*
제밀할,Adjective,*
젠장맞을,Adjective,*
젠장칠,Adjective,*
조,Adjective,*
조,Adjective,*
조고맣,Adjective,*
조그만씩하,Adjective,*
조그만하,Adjective,*
조그많,Adjective,*
조그맣,Adjective,*
조까짓,Adjective,*
조깟,Adjective,*
조따위,Adjective,*
조딴,Adjective,*
조런,Adjective,*
조렇,Adjective,*
조마조마하,Adjective,*
조만,Adjective,*
조붓하,Adjective,*
조신스럽,Adjective,*
조악스럽,Adjective,*
조야스럽,Adjective,*
조옷,Adjective,*
조옿,Adjective,*
조잡스럽,Adjective,*
족,Adjective,*
족하,Adjective,*
