Column1,Column5,Column9
크윽,Exclamation,*
크이,Exclamation,*
크크,Exclamation,*
크흐,Exclamation,*
크흐음,Exclamation,*
크흐흐,Exclamation,*
큭큭,Exclamation,*
클클클,Exclamation,*
키킬킬킬,Exclamation,*
킥,Exclamation,*
킥킥킥,Exclamation,*
킬킬,Exclamation,*
톡톡톡,Exclamation,*
팅,Exclamation,*
팅팅팅,Exclamation,*
팅팅팅팅팅팅,Exclamation,*
팅팅팅팅팅팅팅팅팅팅,Exclamation,*
파이팅,Exclamation,*
파퍄,Exclamation,*
팔,Exclamation,*
퍼펴,Exclamation,*
퍽퍽,Exclamation,*
퍽퍽퍽,Exclamation,*
퍽퍽퍽퍽,Exclamation,*
포표,Exclamation,*
푸,Exclamation,*
푸우,Exclamation,*
푸퓨,Exclamation,*
푸하하,Exclamation,*
푸하하하,Exclamation,*
푸핫,Exclamation,*
풋,Exclamation,*
퓽,Exclamation,*
프피,Exclamation,*
피,Exclamation,*
피이,Exclamation,*
픽,Exclamation,*
하,Exclamation,*
하마,Exclamation,*
하모,Exclamation,*
하무요,Exclamation,*
하뿔싸,Exclamation,*
하아,Exclamation,*
하야,Exclamation,*
하오,Exclamation,*
하우,Exclamation,*
하유,Exclamation,*
하이,Exclamation,*
하이고,Exclamation,*
하이고야,Exclamation,*
하이구,Exclamation,*
하이구야,Exclamation,*
하이구우,Exclamation,*
하이참,Exclamation,*
하쭈,Exclamation,*
하하,Exclamation,*
하하이,Exclamation,*
하하하,Exclamation,*
하하하하,Exclamation,*
하하하하하,Exclamation,*
하하하하하하,Exclamation,*
하하핫,Exclamation,*
하핫,Exclamation,*
하효,Exclamation,*
하후,Exclamation,*
하휴,Exclamation,*
한,Exclamation,*
한참,Exclamation,*
합,Exclamation,*
합두,Exclamation,*
핫,Exclamation,*
핫하하,Exclamation,*
핫하하하,Exclamation,*
핫핫,Exclamation,*
핫핫핫,Exclamation,*
해,Exclamation,*
해해해,Exclamation,*
햇,Exclamation,*
행이,Exclamation,*
햐,Exclamation,*
햐아,Exclamation,*
허,Exclamation,*
허걱,Exclamation,*
허기야,Exclamation,*
허뿔싸,Exclamation,*
허어,Exclamation,*
허억,Exclamation,*
허우,Exclamation,*
허이,Exclamation,*
허이구,Exclamation,*
허이그,Exclamation,*
허참,Exclamation,*
허허,Exclamation,*
허허허,Exclamation,*
허허허허,Exclamation,*
허허헉,Exclamation,*
헉,Exclamation,*
헉헉,Exclamation,*
헌데,Exclamation,*
험,Exclamation,*
헛,Exclamation,*
헛허,Exclamation,*
헛허허,Exclamation,*
헛헛,Exclamation,*
헛헛헛,Exclamation,*
헤,Exclamation,*
헤에,Exclamation,*
헤에야,Exclamation,*
헤에헤,Exclamation,*
헤이,Exclamation,*
헤이야,Exclamation,*
헤헤,Exclamation,*
헤헤헤,Exclamation,*
헤헤헤헤,Exclamation,*
헥,Exclamation,*
헬로우,Exclamation,*
헴,Exclamation,*
헹,Exclamation,*
호,Exclamation,*
호오,Exclamation,*
호호,Exclamation,*
호호호,Exclamation,*
호호호호,Exclamation,*
화,Exclamation,*
화악,Exclamation,*
화이팅,Exclamation,*
확,Exclamation,*
후,Exclamation,*
후아아아아암,Exclamation,*
후여,Exclamation,*
후우,Exclamation,*
후우우,Exclamation,*
후우우우,Exclamation,*
후유,Exclamation,*
후음,Exclamation,*
후이,Exclamation,*
후후,Exclamation,*
후후후,Exclamation,*
후후훗,Exclamation,*
후훗,Exclamation,*
훗,Exclamation,*
훠이,Exclamation,*
훠이훠이,Exclamation,*
휘여,Exclamation,*
휴,Exclamation,*
휴우,Exclamation,*
휴유,Exclamation,*
흐,Exclamation,*
흐두두두둑,Exclamation,*
흐미,Exclamation,*
흐으,Exclamation,*
흐으읍,Exclamation,*
흐윽,Exclamation,*
흐음,Exclamation,*
흐읍,Exclamation,*
흐응,Exclamation,*
흐하하,Exclamation,*
흐훗,Exclamation,*
흐흐,Exclamation,*
흐흐흐,Exclamation,*
흐흐흐흐,Exclamation,*
흐흐흐흐흐,Exclamation,*
흐흐흐흣,Exclamation,*
흐흐흑,Exclamation,*
흐흑,Exclamation,*
흐흠,Exclamation,*
흐흥,Exclamation,*
흑,Exclamation,*
흑흑,Exclamation,*
흑흑흑,Exclamation,*
흑흑흑흑,Exclamation,*
흠,Exclamation,*
흠흠,Exclamation,*
흡,Exclamation,*
흥,Exclamation,*
희희희,Exclamation,*
히,Exclamation,*
히야,Exclamation,*
히이,Exclamation,*
히잉,Exclamation,*
히히,Exclamation,*
히히히,Exclamation,*
히히히이,Exclamation,*
히히히히,Exclamation,*
히히히히히,Exclamation,*
히히히히히히히히,Exclamation,*
히히힛,Exclamation,*
히힛,Exclamation,*
힛힛힛,Exclamation,*
힝,Exclamation,*
